School Name,State Name [Public School] Latest available year,State Abbr [Public School] Latest available year,School Name [Public School] 2014-15,School ID - NCES Assigned [Public School] Latest available year
INDIAN VALLEY ELEMENTARY,California,CA ,Indian Valley Elementary,63807006442
INDIAN VALLEY ELEMENTARY,California,CA ,Indian Valley Elementary,63117004820
INDIAN VALLEY ELEMENTARY,California,CA ,Indian Valley Elementary,64125006828
INDIANOLA ELEMENTARY,California,CA ,Indianola Elementary,63627006185
INDIO HIGH,California,CA ,Indio High,61111001226
INDIO MIDDLE,California,CA ,Indio Middle,61111010275
INFANT AND PRESCHOOL PROGRAM,California,CA ,Infant and Preschool Program,62805012842
INFANT- PRE,California,CA ,INFANT- Pre,63513013249
INGENIUM CHARTER,California,CA ,Ingenium Charter,60134512570
INGENIUM CHARTER MIDDLE,California,CA ,Ingenium Charter Middle,62271013466
INGENUITY CHARTER,CALIFORNIA,CA ,Ingenuity Charter,63432013917
INGLEWOOD CONTINUATION HIGH,California,CA ,Inglewood Continuation High,61839003213
INGLEWOOD HIGH,California,CA ,Inglewood High,61839002254
INGRID B. LACY MIDDLE,California,CA ,Ingrid B. Lacy Middle,62046010657
INLAND LEADERS CHARTER,California,CA ,Inland Leaders Charter,64356011884
INNOVATION MIDDLE,California,CA ,Innovation Middle,63432012352
INNOVATIONS ACADEMY,California,CA ,Innovations Academy,63432012261
INNOVATIVE HORIZONS CHARTER,California,CA ,Innovative Horizons Charter,63018008940
INSIGHT @ SAN DIEGO,California,CA ,Insight @ San Diego,63768013030
INSIGHTS HIGH (CONTINUATION),California,CA ,Insights High (Continuation),61233002480
INSPIRE,California,CA ,Inspire,69102312700
INSPIRE CHARTER SCHOOL - SOUTH,CALIFORNIA,CA ,Inspire Charter School - South,61071013913
INSPIRE SCHOOL OF ARTS AND SCIENCES,California,CA ,Inspire School of Arts and Sciences,60837012539
INTEGRITY CHARTER,California,CA ,Integrity Charter,62667011237
INTELLECTUAL VIRTUES ACADEMY OF LONG BEACH,California,CA ,Intellectual Virtues Academy of Long Beach,62250013471
INTENSIVE LEARNING CENTER,California,CA ,Intensive Learning Center,60444007513
INTERMOUNTAIN STEM ACADEMY CHARTER,CALIFORNIA,CA ,Intermountain STEM Academy Charter,61932013842
INTERNATIONAL COMMUNITY,California,CA ,International Community,62805008678
INTERNATIONAL ELEMENTARY,California,CA ,International Elementary,62250009568
INTERNATIONAL POLYTECHNIC HIGH,California,CA ,International Polytechnic High,69107804580
INTERNATIONAL SCHOOL OF MONTEREY,California,CA ,International School of Monterey,62553008744
INTERNATIONAL STUDIES ACADEMY,California,CA ,International Studies Academy,63441009625
INTERNATIONAL STUDIES LRNG CENTER AT LEGACY HIGH S,California,CA ,International Studies Lrng Center at Legacy High Sch Complex,62271010863
INVERNESS ELEMENTARY,California,CA ,Inverness Elementary,63667007362
INYO COUNTY ROP,California,CA ,Inyo County ROP,60010210806
INYO COUNTY SPECIAL EDUCATION PRESCHOOL,California,CA ,Inyo County Special Education Preschool,69101112832
INYOKERN ELEMENTARY,California,CA ,Inyokern Elementary,63680006234
IONE ELEMENTARY,California,CA ,Ione Elementary,60245008788
IONE JUNIOR HIGH,California,CA ,Ione Junior High,60245009301
IONE OLSON ELEMENTARY,California,CA ,Ione Olson Elementary,62553003840
IOWA STREET,California,CA ,Iowa Street,61350007305
IPAKANNI EARLY COLLEGE CHARTER,California,CA ,Ipakanni Early College Charter,61371012613
IQ ACADEMY CALIFORNIA-LOS ANGELES,California,CA ,iQ Academy California-Los Angeles,63375012477
IRA HARBISON,California,CA ,Ira Harbison,62667004044
IRENE B. WEST ELEMENTARY,California,CA ,Irene B. West Elementary,61233010595
IRON HORSE MIDDLE,California,CA ,Iron Horse Middle,63513005729
IRON HOUSE ELEMENTARY,California,CA ,Iron House Elementary,62808011575
IRVINE ADULT TRANSITION PROGRAMS,California,CA ,Irvine Adult Transition Programs,68450012151
IRVINE HIGH,California,CA ,Irvine High,68450007059
IRVING L. BRANCH ELEMENTARY,California,CA ,Irving L. Branch Elementary,62649003999
IRVINGTON HIGH,California,CA ,Irvington High,61440001671
IRWIN ELEMENTARY,California,CA ,Irwin Academy of Performing Arts,64104006773
IRWIN HIGH (CONTINUATION),California,CA ,Irwin High (Continuation),61722009855
IRWIN O. ADDICOTT ELEMENTARY,California,CA ,Irwin O. Addicott Elementary,61455007966
ISAAC L. SOWERS MIDDLE,California,CA ,Isaac L. Sowers Middle,61803002225
ISAAC NEWTON GRAHAM MIDDLE,California,CA ,Isaac Newton Graham Middle,62628003924
ISABELLE JACKSON ELEMENTARY,California,CA ,Isabelle Jackson Elementary,61233008827
ISADOR COHEN ELEMENTARY,California,CA ,Isador Cohen Elementary,63384005250
ISBELL MIDDLE,California,CA ,Isbell Middle,60142106109
ISHI HILLS MIDDLE,California,CA ,Ishi Hills Middle,62910010742
ISLA VISTA ELEMENTARY,California,CA ,Isla Vista Elementary,61551001972
ISLAND COMMUNITY DAY,California,CA ,Island Community Day,61980012097
ISLAND ELEMENTARY,California,CA ,Island Elementary,61851002268
ISLAND HIGH (CONTINUATION),California,CA ,Island High (Continuation),60177000048
ISLETON ELEMENTARY,California,CA ,Isleton Elementary,63311005124
IVANHOE ELEMENTARY,California,CA ,Ivanhoe Elementary,64116006797
IVANHOE ELEMENTARY,California,CA ,Ivanhoe Elementary,62271003103
IVEY RANCH ELEMENTARY,California,CA ,Ivey Ranch Elementary,62825010311
IVY ACADEMIA,California,CA ,Ivy Academia,62271010845
"IVY BOUND ACAD MATH, SCI, AND TECH CHARTER MIDDLE",California,CA ,"Ivy Bound Acad Math, Sci, and Tech Charter Middle #2",62271013685
"IVY BOUND ACAD OF MATH, SCI, AND TECH CHARTER MIDD",California,CA ,"Ivy Bound Acad of Math, Sci, and Tech Charter Middle",62271011856
IVY HIGH (CONTINUATION),California,CA ,Ivy High (Continuation),61353001546
IVYTECH CHARTER,California,CA ,IvyTech Charter,62569012564
IZAAK WALTON INTERMEDIATE,California,CA ,Izaak Walton Intermediate,61488000753
J. C. CRUMPTON ELEMENTARY,California,CA ,J. C. Crumpton Elementary,62553003820
J. C. MONTGOMERY,California,CA ,J. C. Montgomery,69101309227
J. E. HESTER ELEMENTARY,California,CA ,J. E. Hester Elementary,60003501548
J. E. VAN WIG ELEMENTARY,California,CA ,J. E. Van Wig Elementary,60411000378
J. E. YOUNG ACADEMIC CENTER,California,CA ,J. E. Young Academic Center,61455005749
J. EVERETT BARR COURT,California,CA ,J. Everett Barr Court,69103809252
J. H. HULL MIDDLE,California,CA ,J. H. Hull Middle,63942006560
J. H. MCGAUGH ELEMENTARY,California,CA ,J. H. McGaugh Elementary,62259008885
J. HALEY DURHAM ELEMENTARY,California,CA ,J. Haley Durham Elementary,61440001662
J. M. AMADOR ELEMENTARY,CALIFORNIA,CA ,J. M. Amador Elementary,60001913862
J. MARION ROYNON ELEMENTARY,California,CA ,J. Marion Roynon Elementary,60561000510
J. W. OAKLEY ELEMENTARY,California,CA ,J. W. Oakley Elementary,60579000522
J. X. WILSON ELEMENTARY,California,CA ,J. X. Wilson Elementary,64320007015
JACK FRANSCIONI ELEMENTARY,California,CA ,Jack Franscioni Elementary,63705011698
JACK G. DESMOND MIDDLE,California,CA ,Jack G. Desmond Middle,62334010953
JACK L. WEAVER ELEMENTARY,California,CA ,Jack L. Weaver Elementary,62259006163
JACK LONDON COMMUNITY DAY,California,CA ,Jack London Community Day,62271012188
JACK LONDON CONTINUATION,California,CA ,Jack London Continuation,62271003146
JACK LONDON ELEMENTARY,California,CA ,Jack London Elementary,63045011180
JACK LONDON ELEMENTARY,California,CA ,Jack London Elementary,60285000156
JACK NORTHROP ELEMENTARY,California,CA ,Jack Northrop Elementary,62088009561
JACK NORTON ELEMENTARY,California,CA ,Jack Norton Elementary,61995002391
JACKSON ACADEMY OF MUSIC AND MATH (JAMM),California,CA ,Jackson Academy of Music and Math (JAMM),62583003876
JACKSON AVENUE ELEMENTARY,California,CA ,Jackson Avenue Elementary,62211002627
JACKSON ELEMENTARY,California,CA ,Jackson Elementary,63231004983
JACKSON ELEMENTARY,California,CA ,Jackson Elementary,63315005145
JACKSON ELEMENTARY,California,CA ,Jackson Elementary,60245008789
JACKSON ELEMENTARY,California,CA ,Jackson Elementary,61455001741
JACKSON ELEMENTARY,California,CA ,Jackson Elementary,63525005971
JACKSON ELEMENTARY,California,CA ,Jackson Elementary,62994004673
JACKSON HEIGHTS ELEMENTARY,California,CA ,Jackson Heights Elementary,63198004921
JACKSON JUNIOR HIGH,California,CA ,Jackson Junior High,60245009300
JACKSON STREET ELEMENTARY,California,CA ,Jackson Street Elementary,64338007026
JACOB WIENS ELEMENTARY,California,CA ,Jacob Wiens Elementary,61692010349
JACOBSEN MIDDLE,California,CA ,Jacobsen Middle,63888006528
JACOBY CREEK CHARTER,California,CA ,Jacoby Creek,61866002271
JACUMBA MIDDLE,California,CA ,Jacumba Middle,62610013049
JAIME ESCALANTE ELEMENTARY,California,CA ,Jaime Escalante Elementary,62271012719
JAMACHA ELEMENTARY,California,CA ,Jamacha Elementary,60681001165
JAMES A. GARFIELD SENIOR HIGH,California,CA ,James A. Garfield Senior High,62271003037
JAMES A. GRAHAM ELEMENTARY,California,CA ,James A. Graham Elementary,62706004081
JAMES A. MCKEE ELEMENTARY,California,CA ,James A. McKee Elementary,61233001407
JAMES A. WHITAKER ELEMENTARY,California,CA ,James A. Whitaker Elementary,60636000560
JAMES B. DAVIDSON MIDDLE,California,CA ,James B. Davidson Middle,63509005936
JAMES C. ENOCHS HIGH,California,CA ,James C. Enochs High,62515011812
JAMES DOUGHERTY ELEMENTARY,California,CA ,James Dougherty Elementary,60001908443
JAMES DUKES ELEMENTARY,California,CA ,James Dukes Elementary,63171008943
JAMES E. POTTER INTERMEDIATE,California,CA ,James E. Potter Intermediate,61350001540
JAMES EARL CARTER ELEMENTARY,California,CA ,James Earl Carter Elementary,61111006219
JAMES FOSTER ELEMENTARY,California,CA ,James Foster Elementary,63597009637
JAMES FRANKLIN SMITH ELEMENTARY,California,CA ,James Franklin Smith Elementary,61314008631
JAMES GARFIELD ELEMENTARY,California,CA ,James Garfield Elementary,63627006183
JAMES IRVINE INTERMEDIATE,California,CA ,James Irvine Intermediate,61488001852
JAMES J. MCBRIDE SPECIAL EDUCATION CENTER,California,CA ,James J. McBride Special Education Center,62271007760
JAMES JORDAN MIDDLE,California,CA ,James Jordan Middle,62271010893
JAMES K. POLK ELEMENTARY,California,CA ,James K. Polk Elementary,60797010786
JAMES L. BUNKER ELEMENTARY,California,CA ,James L. Bunker Elementary,62706004079
JAMES L. DAY MIDDLE,California,CA ,James L. Day Middle,60002808272
JAMES LEITCH ELEMENTARY,California,CA ,James Leitch Elementary,61440001673
JAMES LICK HIGH,California,CA ,James Lick High,61182001303
JAMES LOGAN HIGH,California,CA ,James Logan High,62691004072
JAMES M. BURCHFIELD PRIMARY,California,CA ,James M. Burchfield Primary,60957000968
JAMES MADISON ELEMENTARY,California,CA ,James Madison Elementary,61111009785
JAMES MADISON ELEMENTARY,California,CA ,James Madison Elementary,62334006019
JAMES MADISON MIDDLE,California,CA ,James Madison Middle,62271003156
JAMES MARSHALL ELEMENTARY,California,CA ,James Marshall Elementary,62513003743
JAMES MARSHALL ELEMENTARY,California,CA ,James Marshall Elementary,63384005251
JAMES MCENTEE ACADEMY,California,CA ,James McEntee Academy,60231012086
JAMES MONROE ELEMENTARY,California,CA ,James Monroe Elementary,63581006126
JAMES MONROE ELEMENTARY,California,CA ,James Monroe Elementary,62334003551
JAMES MONROE ELEMENTARY,California,CA ,James Monroe Elementary,61111009786
JAMES MONROE ELEMENTARY,California,CA ,James Monroe Elementary,61488001863
JAMES MONROE HIGH,California,CA ,James Monroe High,62271003193
JAMES MONROE MIDDLE,California,CA ,James Monroe Middle,63680006235
JAMES R. COWAN FUNDAMENTAL ELEMENTARY,California,CA ,James R. Cowan Fundamental Elementary,63462005766
JAMES RUTTER MIDDLE,California,CA ,James Rutter Middle,61233001412
JAMES S. FUGMAN ELEMENTARY,California,CA ,James S. Fugman Elementary,60903010771
JAMES WORKMAN MIDDLE,California,CA ,James Workman Middle,62955004981
JAMESTOWN ELEMENTARY,California,CA ,Jamestown Elementary,61869002272
JAMISON (DONALD C.) HIGH (CONTINUATION),California,CA ,Jamison (Donald C.) High (Continuation),62140002562
JAMUL INTERMEDIATE,California,CA ,Jamul Intermediate,61873003937
JAMUL PRIMARY,California,CA ,Jamul Primary,61873002273
JAN WORK COMMUNITY,California,CA ,Jan Work Community,69105206046
JANE ADDAMS CONTINUATION,California,CA ,Jane Addams Continuation,62271002801
JANE ADDAMS MIDDLE,California,CA ,Jane Addams Middle,62121011612
JANE FREDERICK HIGH,California,CA ,Jane Frederick High,63801009446
JANE LATHROP STANFORD MIDDLE,California,CA ,Jane Lathrop Stanford Middle,62961004598
JANESVILLE ELEMENTARY,California,CA ,Janesville Elementary,61878002275
JANIE P. ABBOTT ELEMENTARY,California,CA ,Janie P. Abbott Elementary,62316003531
JARDIN DE LA INFANCIA,California,CA ,Jardin de la Infancia,69107810853
JARVIS CAMP,California,CA ,Jarvis Camp,69107812682
JASPER ELEMENTARY,California,CA ,Jasper Elementary,60216000096
JEAN CALLISON ELEMENTARY,California,CA ,Jean Callison Elementary,64059010123
JEANE THORMAN ELEMENTARY,California,CA ,Jeane Thorman Elementary,64015006646
JEANNE R. MEADOWS ELEMENTARY,California,CA ,Jeanne R. Meadows Elementary,61437009827
JEFFERSON,California,CA ,Jefferson,61884002277
JEFFERSON,California,CA ,Jefferson,61668002095
JEFFERSON (THOMAS) ELEMENTARY,California,CA ,Jefferson (Thomas) Elementary,60261000154
JEFFERSON ELEMENTARY,California,CA ,Jefferson Elementary,62994004674
JEFFERSON ELEMENTARY,California,CA ,Jefferson Elementary,62985008516
JEFFERSON ELEMENTARY,California,CA ,Jefferson Elementary,63531005991
JEFFERSON ELEMENTARY,California,CA ,Jefferson Elementary,60985001057
JEFFERSON ELEMENTARY,California,CA ,Jefferson Elementary,60962000983
JEFFERSON ELEMENTARY,California,CA ,Jefferson Elementary,62142002565
JEFFERSON ELEMENTARY,California,CA ,Jefferson Charter Academy,61647002079
JEFFERSON ELEMENTARY,California,CA ,Jefferson Elementary,63525005972
JEFFERSON ELEMENTARY,California,CA ,Jefferson Elementary,61970002368
JEFFERSON ELEMENTARY,California,CA ,Jefferson Elementary,61455001742
JEFFERSON ELEMENTARY,California,CA ,Jefferson Elementary,60003204956
JEFFERSON ELEMENTARY,California,CA ,Jefferson Elementary,60363000306
JEFFERSON ELEMENTARY,California,CA ,Jefferson Elementary,60903000911
JEFFERSON ELEMENTARY,California,CA ,Jefferson Elementary,60690000637
JEFFERSON ELEMENTARY,California,CA ,Jefferson Elementary,63870008993
JEFFERSON ELEMENTARY,California,CA ,Jefferson Elementary,60897000900
JEFFERSON ELEMENTARY,California,CA ,Jefferson Elementary,63441005631
JEFFERSON ELEMENTARY,California,CA ,Jefferson Elementary,61881002276
JEFFERSON ELEMENTARY,California,CA ,Jefferson Elementary,62187002594
JEFFERSON ELEMENTARY,California,CA ,Jefferson Elementary,60006501238
JEFFERSON ELEMENTARY,California,CA ,Jefferson Elementary,63315005146
JEFFERSON ELEMENTARY,California,CA ,Jefferson Elementary,60003601108
JEFFERSON ELEMENTARY,California,CA ,Jefferson Elementary,60750000710
JEFFERSON ELEMENTARY,California,CA ,Jefferson Elementary,63432005485
JEFFERSON ELEMENTARY,California,CA ,Jefferson Elementary,63468005834
JEFFERSON ELEMENTARY,California,CA ,Jefferson Elementary,60474000441
JEFFERSON HIGH,California,CA ,Jefferson High,61893002293
JEFFERSON HIGH (CONTINUATION),California,CA ,Jefferson High (Continuation),63694001734
JEFFERSON LEADERSHIP ACADEMIES,California,CA ,Jefferson Leadership Academies,62250002727
JEFFERSON MIDDLE,California,CA ,Jefferson Middle,63442500557
JEFFERSON MIDDLE,California,CA ,Jefferson Middle,63942002213
JEFFERSON MIDDLE,California,CA ,Jefferson Middle,62825004361
JEFFREY TRAIL MIDDLE,California,CA ,Jeffrey Trail Middle,68450013238
JELLICK ELEMENTARY,California,CA ,Jellick Elementary,63375005203
JENNY LIND ELEMENTARY,California,CA ,Jenny Lind Elementary,60687009522
JENNY LIND HIGH,California,CA ,Jenny Lind High,60687005719
JENSEN RANCH ELEMENTARY,California,CA ,Jensen Ranch Elementary,60780004339
JERABEK ELEMENTARY,California,CA ,Jerabek Elementary,63432005486
JERRY D. HOLLAND MIDDLE,California,CA ,Jerry D. Holland Middle,60369000333
JERRY VOORHIS ELEMENTARY,California,CA ,Jerry Voorhis Elementary,62619003915
JERSEY AVENUE ELEMENTARY,California,CA ,Jersey Avenue Elementary,62193002601
JESSE G. SANCHEZ ELEMENTARY,California,CA ,Jesse G. Sanchez Elementary,60195000085
JESSE M. BETHEL HIGH,California,CA ,Jesse M. Bethel High,64074007861
JESSIE BAKER,California,CA ,Jessie Baker,61233007698
JESSIE BENTON FREMONT COMMUNITY DAY,California,CA ,Jessie Benton Fremont Community Day,62394012770
JESSIE HAYDEN ELEMENTARY,California,CA ,Jessie Hayden Elementary,64215002349
JESSIE NELSON ACADEMY,California,CA ,Jessie Nelson Academy,62250002708
JEWEL CITY COMMUNITY DAY,California,CA ,Jewel City Community Day,61524008019
JILL KINMONT BOOTHE,California,CA ,Jill Kinmont Boothe,69101100411
JIM MAPLES ACADEMY,California,CA ,Jim Maples Academy,60657010701
JIM THORPE FUNDAMENTAL,California,CA ,Jim Thorpe Fundamental,63531008248
"JIM?NEZ, ROBERTO AND DR. FRANCISCO ELEMENTARY SCHO",CALIFORNIA,CA ,"Jim?nez, Roberto and Dr. Francisco Elementary School",60558013869
JOAN MACQUEEN MIDDLE,California,CA ,Joan MacQueen Middle,60210000092
JOAQUIN MILLER CAREER AND TRANSITION CENTER,California,CA ,Joaquin Miller Career and Transition Center,62271003107
JOAQUIN MILLER ELEMENTARY,California,CA ,Joaquin Miller Elementary,60645000574
JOAQUIN MILLER ELEMENTARY,California,CA ,Joaquin Miller Elementary,62805004280
JOAQUIN MILLER MIDDLE,California,CA ,Joaquin Miller Middle,61029001142
JOAQUIN MORAGA INTERMEDIATE,California,CA ,Joaquin Moraga Intermediate,62574003851
JOE BACA,California,CA ,Joe Baca,60939000945
JOE HAMILTON ELEMENTARY,California,CA ,Joe Hamilton Elementary,61077001194
JOE HENDERSON ELEMENTARY,California,CA ,Joe Henderson Elementary,60462009116
JOE MICHELL,California,CA ,Joe Michell,62211002628
JOE NIGHTINGALE ELEMENTARY,California,CA ,Joe Nightingale Elementary,62871004464
JOE SERNA JR. CHARTER,California,CA ,Joe Serna Jr. Charter,62223008617
JOE STEFANI,California,CA ,Joe Stefani,62460011688
JOE WALKER MIDDLE,California,CA ,Joe Walker Middle,64212006890
JOEL J. HIDAHL ELEMENTARY,California,CA ,Joel J. Hidahl Elementary,60813011490
JOHANNA BOSS HIGH,California,CA ,Johanna Boss High,60142207737
JOHANNA ECHOLS-HANSEN HIGH (CONTINUATION),California,CA ,Johanna Echols-Hansen High (Continuation),60897000901
JOHN A. OTIS ELEMENTARY,California,CA ,John A. Otis Elementary,62667004049
JOHN A. ROWLAND HIGH,California,CA ,John A. Rowland High,63375005204
JOHN A. SUTTER MIDDLE,California,CA ,John A. Sutter Middle,62271003382
JOHN ADAMS ACADEMY,California,CA ,John Adams Academy,62256012569
JOHN ADAMS ELEMENTARY,California,CA ,John Adams Elementary,63942006549
JOHN ADAMS ELEMENTARY,California,CA ,John Adams Elementary,62334003543
JOHN ADAMS ELEMENTARY,California,CA ,John Adams Elementary,61111006220
JOHN ADAMS ELEMENTARY,California,CA ,John Adams Elementary,60985001045
JOHN ADAMS MIDDLE,California,CA ,John Adams Middle,63570006085
JOHN ADAMS MIDDLE,California,CA ,John Adams Middle,62271002800
JOHN AND JACQUELYN MILLER ELEMENTARY,California,CA ,John and Jacquelyn Miller Elementary,62088012421
JOHN B. ALLARD,California,CA ,John B. Allard,69104111486
JOHN B. MONLUX ELEMENTARY,California,CA ,John B. Monlux Elementary,62271003191
JOHN B. RIEBLI ELEMENTARY,California,CA ,John B. Riebli Elementary,62400001766
JOHN BALDWIN ELEMENTARY,California,CA ,John Baldwin Elementary,63513005949
JOHN BARRETT MIDDLE,California,CA ,John Barrett Middle,63462005755
JOHN BIDWELL ELEMENTARY,California,CA ,John Bidwell Elementary,63384005254
JOHN BLACOW ELEMENTARY,California,CA ,John Blacow Elementary,61440001656
JOHN BURROUGHS MIDDLE,California,CA ,John Burroughs Middle,62271002875
JOHN C MARTINEZ ELEMENTARY,California,CA ,John C Martinez Elementary,62991004656
